street_edge_id,region_id
355229,30
355241,30
355263,30
355273,30
355274,30
152576,31
152577,31
152578,31
152581,31
165640,31
165642,31
165645,31
165657,31
165668,31
165671,31
165679,31
165681,31
165686,31
165688,31
165689,31
165692,31
165694,31
165699,31
165705,31
165706,31
165709,31
213243,31
247621,31
247639,31
247641,31
247643,31
247656,31
247658,31
247663,31
247665,31
247676,31
247682,31
247686,31
247687,31
247692,31
247700,31
247703,31
247705,31
247713,31
247719,31
247726,31
247728,31
247733,31
247737,31
247743,31
247752,31
247754,31
247763,31
247784,31
247788,31
247799,31
247804,31
247807,31
247813,31
247819,31
247823,31
247824,31
247825,31
247827,31
247833,31
247834,31
247839,31
247842,31
247846,31
247848,31
247856,31
247857,31
247860,31
261855,31
138257,32
138333,32
138364,32
138537,32
138538,32
138558,32
138847,32
138965,32
151147,32
151151,32
191952,32
191953,32
191954,32
234955,32
234956,32
234964,32
234966,32
234972,32
234977,32
234998,32
235004,32
235054,32
235056,32
235067,32
235085,32
235105,32
235109,32
235111,32
235112,32
235117,32
255959,32
256085,32
257738,32
270120,32
270136,32
270158,32
270160,32
270167,32
270170,32
270233,32
270239,32
270248,32
288396,32
297684,32
297694,32
297699,32
297702,32
300001,32
300003,32
300021,32
309516,32
309536,32
309539,32
358611,32
358614,32
359061,32
395568,32
395569,32
395573,32
403715,32
405074,32
405078,32
421193,32
421194,32
421196,32
427723,32
154216,33
267698,33
315155,33
377318,33
377319,33
139847,34
139848,34
139849,34
220491,34
220534,34
18487,35
20278,35
20281,35
20282,35
20283,35
20290,35
20291,35
20293,35
32355,35
32356,35
35752,35
35754,35
35758,35
35759,35
35761,35
35763,35
35765,35
35769,35
35770,35
35772,35
35775,35
35776,35
35777,35
35779,35
35780,35
35784,35
36603,35
36619,35
36620,35
36638,35
36639,35
36697,35
36718,35
36723,35
36724,35
36726,35
36736,35
36751,35
36883,35
36891,35
36924,35
37018,35
37034,35
41543,35
42398,35
42609,35
42625,35
42629,35
42633,35
42636,35
42644,35
42834,35
42836,35
43065,35
43680,35
56522,35
56675,35
56678,35
56682,35
57951,35
57952,35
57953,35
58532,35
58534,35
58536,35
58787,35
58821,35
58862,35
59600,35
59602,35
59609,35
61229,35
61536,35
61537,35
61538,35
61540,35
61542,35
61553,35
61554,35
61555,35
70142,35
70151,35
89331,35
89332,35
89336,35
89337,35
91966,35
93008,35
93016,35
93088,35
93089,35
93967,35
93969,35
93973,35
94396,35
94412,35
95052,35
95053,35
95057,35
95512,35
95514,35
95515,35
95519,35
95522,35
95526,35
95528,35
95555,35
97319,35
97331,35
97332,35
97336,35
97357,35
97360,35
97361,35
97371,35
97381,35
97393,35
97394,35
97396,35
97397,35
97408,35
97409,35
97410,35
97412,35
99323,35
99547,35
100091,35
100134,35
100395,35
100404,35
101210,35
102606,35
104340,35
104395,35
104414,35
104417,35
104418,35
104424,35
104708,35
104725,35
104726,35
104727,35
104734,35
106149,35
106153,35
106158,35
106397,35
106591,35
106866,35
106867,35
106868,35
106873,35
107985,35
107995,35
111804,35
114702,35
116755,35
116757,35
117244,35
117252,35
117254,35
117700,35
117701,35
117702,35
119114,35
120846,35
120847,35
120875,35
121297,35
121802,35
121817,35
122854,35
127755,35
127766,35
129031,35
129034,35
129379,35
129803,35
129865,35
130452,35
131113,35
131117,35
131168,35
131223,35
131324,35
131839,35
131842,35
131843,35
131844,35
131848,35
137457,35
137458,35
140148,35
140439,35
141040,35
141046,35
141050,35
141228,35
141229,35
141355,35
151236,35
162037,35
162684,35
162727,35
162728,35
162731,35
162877,35
162897,35
162899,35
163047,35
163925,35
164797,35
164888,35
164998,35
164999,35
173490,35
174057,35
174094,35
174382,35
183535,35
183551,35
183602,35
191673,35
191675,35
191679,35
191689,35
191700,35
191703,35
191704,35
191707,35
191714,35
191716,35
191717,35
191724,35
191733,35
191738,35
191748,35
191751,35
191752,35
191755,35
191776,35
191778,35
191787,35
191790,35
191798,35
191799,35
191822,35
191823,35
195557,35
195809,35
195810,35
215718,35
215723,35
215725,35
215727,35
215732,35
215744,35
215745,35
215746,35
215747,35
215754,35
215755,35
215757,35
215760,35
215766,35
215767,35
215768,35
215769,35
215772,35
215775,35
215777,35
215784,35
215791,35
215795,35
215797,35
215812,35
215819,35
215820,35
215827,35
215841,35
215842,35
215843,35
215847,35
215892,35
215893,35
216232,35
216317,35
216320,35
216321,35
216323,35
216359,35
225185,35
225415,35
225435,35
226768,35
226769,35
226771,35
226773,35
226774,35
226780,35
226782,35
226784,35
226785,35
226795,35
226798,35
226801,35
226804,35
226805,35
226807,35
226809,35
226812,35
226814,35
226823,35
226826,35
226831,35
226835,35
226837,35
226839,35
227634,35
248852,35
248943,35
254711,35
254718,35
254723,35
254728,35
254729,35
254730,35
254732,35
254743,35
254748,35
254755,35
254756,35
254768,35
260838,35
261036,35
261038,35
261046,35
264134,35
264648,35
272135,35
272140,35
272142,35
272146,35
276185,35
276216,35
276223,35
291127,35
291128,35
291351,35
292221,35
292260,35
293952,35
293954,35
295239,35
295600,35
295601,35
295604,35
295715,35
312945,35
314079,35
314082,35
315900,35
316093,35
318264,35
318289,35
318354,35
318531,35
318534,35
318720,35
318721,35
318723,35
318727,35
319022,35
319026,35
319029,35
319031,35
319034,35
319044,35
319892,35
319930,35
319932,35
319984,35
319985,35
333905,35
333912,35
334008,35
334010,35
334012,35
334023,35
335996,35
335998,35
336003,35
336127,35
336129,35
336132,35
336335,35
336375,35
336878,35
336887,35
336888,35
336893,35
341807,35
341809,35
341811,35
341831,35
343018,35
343020,35
359709,35
359837,35
359839,35
359840,35
359841,35
359846,35
359848,35
372729,35
385378,35
388330,35
388573,35
388574,35
388780,35
390795,35
390798,35
390804,35
390811,35
395494,35
395659,35
395662,35
395665,35
395668,35
395669,35
395681,35
395684,35
395689,35
395694,35
395812,35
404315,35
405172,35
405173,35
405175,35
405177,35
405179,35
405181,35
405182,35
405184,35
405321,35
406285,35
406290,35
406302,35
406303,35
408925,35
408926,35
408928,35
408932,35
408934,35
408936,35
408938,35
408947,35
408950,35
408951,35
408960,35
408965,35
408967,35
410417,35
412680,35
413214,35
413242,35
413415,35
418132,35
421499,35
425567,35
425570,35
425577,35
425578,35
425580,35
425587,35
425588,35
425596,35
427997,35
428003,35
428301,35
428318,35
428321,35
428985,35
428986,35
428995,35
428998,35
31876,36
132374,36
132379,36
136289,36
144748,36
144750,36
144751,36
144763,36
144767,36
144768,36
144790,36
144796,36
144797,36
144820,36
144823,36
151466,36
152336,36
152341,36
206408,36
216048,36
216052,36
216072,36
216093,36
216111,36
216143,36
216161,36
216165,36
216176,36
216188,36
241552,36
241556,36
241585,36
241603,36
241607,36
241618,36
241622,36
241625,36
241626,36
241653,36
241657,36
242801,36
250875,36
252357,36
252360,36
252361,36
252365,36
254185,36
254186,36
279406,36
287325,36
287331,36
287336,36
287339,36
287342,36
287344,36
288589,36
288594,36
288603,36
288608,36
288614,36
288622,36
291074,36
291075,36
357197,36
357200,36
357347,36
360489,36
360498,36
360501,36
360504,36
360506,36
360520,36
360524,36
360660,36
360662,36
360667,36
360668,36
360671,36
360674,36
360677,36
360680,36
374304,36
374305,36
374307,36
374311,36
374329,36
374488,36
374513,36
374522,36
374531,36
374536,36
374539,36
374558,36
374560,36
374562,36
374586,36
374629,36
374636,36
374637,36
